company_name,product_code,product_description,customer_name,invoice_no,invoice_date,order_qty,item_mrp,total_value
Sri Thirumurugan Auto Parts,2318A-RESW,Panel (Meter) Cover Plastic,Amman Auto Agency,21/03/00043,01-03-2021,2,300,480
Sri Thirumurugan Auto Parts,COP-RAD735,Radiator Copper 735,Amman Auto Agency,SI-21/10/00039,04-10-2021,1,7000,7000
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,Arun Tractor Spare Parts,SI-21/09/00031,21-09-2021,1,1600,1600
Sri Thirumurugan Auto Parts,1955R-RESW,Piston Assy. (Allum.) Power St,Cash - KP,SI-21/02/00002,03-02-2021,1,420,420
Sri Thirumurugan Auto Parts,1955Q-RESW,Gland Assy. (Nut) 48MM With Seal Kit (Power Steering),Cash - KP,SI-21/02/00002,03-02-2021,1,1350,1350
Sri Thirumurugan Auto Parts,2031B-RESW,Bolt & Nut Washer For Rear Rim,Cash - KP,SI-21/02/00016,20-02-2021,5,84,420
Sri Thirumurugan Auto Parts,2008-RESW,Needle Brg. Bull Pinion Shaft,Denz Motors,21/02/00001,01-02-2021,4,156,530.4
Sri Thirumurugan Auto Parts,2008A-RESW,Needle Brg. Bull Pinion Shaft,Denz Motors,21/02/00001,01-02-2021,5,90,382.5
Sri Thirumurugan Auto Parts,1728B-RESW,Mounting Bracket (4 Holes),Dinakaran Auto Spares,21/02/00007,03-02-2021,4,396,1267.2
Sri Thirumurugan Auto Parts,1819-RESW,Shifting Fork 4Th-735-855Fe,Dinakaran Auto Spares,21/02/00007,03-02-2021,1,552,441.6
Sri Thirumurugan Auto Parts,1955Q-RESW,Gland Assy. (Nut) 48MM With Seal Kit (Power Steering),Dinakaran Auto Spares,21/02/00007,03-02-2021,1,1350,1080
Sri Thirumurugan Auto Parts,2008-RESW,Needle Brg. Bull Pinion Shaft,Dinakaran Auto Spares,21/02/00007,03-02-2021,5,156,624
Sri Thirumurugan Auto Parts,1955R-RESW,Piston Assy. (Allum.) Power St,Dinakaran Auto Spares,21/02/00007,03-02-2021,2,420,672
Sri Thirumurugan Auto Parts,1955P-RESW,Gland Assy.(Nut) With Seal Kit,Dinakaran Auto Spares,21/02/00007,03-02-2021,1,1320,1056
Sri Thirumurugan Auto Parts,1928D-RESW,Steering Drop Arm Rane,Dinakaran Auto Spares,21/03/00049,18-03-2021,1,972,777.6
Sri Thirumurugan Auto Parts,2233C-RESW,Delivery Pipe Both Big Nut,Dinakaran Auto Spares,21/03/00053,24-03-2021,4,468,1497.6
Sri Thirumurugan Auto Parts,1867-RESW,Lay Shaft Check Nut-855 Fe,Dinakaran Auto Spares,21/03/00053,24-03-2021,3,86,206.4
Sri Thirumurugan Auto Parts,1691-RESW,Accelerator Connecting Wire,Dinakaran Auto Spares,21/03/00053,24-03-2021,20,12,192
Sri Thirumurugan Auto Parts,1922M-RESW,Steering Main Nut With Balls R,Dinakaran Auto Spares,21/04/00002,09-04-2021,1,672,537.6
Sri Thirumurugan Auto Parts,1819-RESW,Shifting Fork 4Th-735-855Fe,Dinakaran Auto Spares,21/04/00002,09-04-2021,3,552,1324.8
Sri Thirumurugan Auto Parts,1807-RESW,Shifter Bush Iind,Dinakaran Auto Spares,21/04/00002,09-04-2021,5,260,1040
Sri Thirumurugan Auto Parts,1955R-RESW,Piston Assy. (Allum.) Power St,Dinakaran Auto Spares,21/04/00002,09-04-2021,1,420,336
Sri Thirumurugan Auto Parts,2251A-RESW,Dist.Assy.(Big Head)Single Pin,Dinakaran Auto Spares,21/06/00016,24-06-2021,1,3350,2680
Sri Thirumurugan Auto Parts,Q722522-O,"Shaft- Intermediate(Z16,Z21/12,311 Mm Lo",Dinakaran Auto Spares,21/08/00047,06-08-2021,1,3120,2340
Sri Thirumurugan Auto Parts,OIB-SEAL KIT,Seal Kit Of Eco. Hyd Cyl.(Ps)1 - (10012515AA),G.N.M Agencies,21/08/00051,07-08-2021,5,559,2208.05
Sri Thirumurugan Auto Parts,COU001,Courier Charges,G.N.M Agencies,21/08/00051,07-08-2021,1,50,50
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,G R Agencies,SI-21/09/00032,21-09-2021,2,1600,3200
Sri Thirumurugan Auto Parts,2233C-RESW,Delivery Pipe Both Big Nut,Jaya Auto Stores,21/02/00005,02-02-2021,4,468,1497.6
Sri Thirumurugan Auto Parts,2233D-RESW,Delivery Pipe(Outside Fitting),Jaya Auto Stores,21/02/00005,02-02-2021,1,444,355.2
Sri Thirumurugan Auto Parts,2251F-RESW,Distributor Asy.Bottom Adopter,Jaya Auto Stores,21/06/00019,26-06-2021,1,3350,2680
Sri Thirumurugan Auto Parts,2008A-RESW,Needle Brg. Bull Pinion Shaft,Jayam Autos Agencies,21/02/00018,09-02-2021,5,90,360
Sri Thirumurugan Auto Parts,1928D-RESW,Steering Drop Arm Rane,Jayam Autos Agencies,21/02/00034,18-02-2021,1,972,806.76
Sri Thirumurugan Auto Parts,2008-RESW,Needle Brg. Bull Pinion Shaft,Jayam Autos Agencies,21/02/00036,20-02-2021,5,156,624
Sri Thirumurugan Auto Parts,1724C-RESW,Inlet Manifold Adopter-843 Xm,Jayam Autos Agencies,21/03/00051,20-03-2021,1,780,624
Sri Thirumurugan Auto Parts,2318A-RESW,Panel (Meter) Cover Plastic,Jayam Autos Agencies,21/07/00022,01-07-2021,1,300,249
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,Jayam Autos Agencies,SI-21/09/00035,27-09-2021,1,1600,1600
Sri Thirumurugan Auto Parts,SCOVER-SW,Seat Cover - Swaraj,K.Sivakumar,SI-22/01/00076,12-01-2022,15,200,3000
Sri Thirumurugan Auto Parts,SCOVER-SW,Seat Cover - Swaraj,K.Sivakumar,SI-22/02/00086,14-02-2022,10,200,2000
Sri Thirumurugan Auto Parts,1917-RESW,Rubber Boot Tie Rod End,Kongu Auto Spares,21/02/00029,16-02-2021,10,15,120
Sri Thirumurugan Auto Parts,1789F-RESW,Special Bolt W/Nut Oil Brake,Maha Automobiles,21/02/00012,06-02-2021,10,29,232
Sri Thirumurugan Auto Parts,1691A-RESW,Accelerator Chain With Base Le,Maha Automobiles,21/02/00021,10-02-2021,4,78,252.72
Sri Thirumurugan Auto Parts,OIB-STEEL-DISC,OIB Steel Disc,Maha Automobiles,21/04/00001,02-04-2021,18,335,4522.5
Sri Thirumurugan Auto Parts,OIB-LINER-RP,OIB Brake Liner                                                ,Maha Automobiles,21/04/00001,02-04-2021,10,520,3900
Sri Thirumurugan Auto Parts,SR-12-RESW,Gear Z-18X12 (37Mm Height),Maha Automobiles,21/04/00009,30-04-2021,1,744,595.2
Sri Thirumurugan Auto Parts,SR-12A-RES,Gear Z-18X12 (34Mm Height),Maha Automobiles,21/04/00009,30-04-2021,1,744,595.2
Sri Thirumurugan Auto Parts,SR-18-RESW,Gear Z-34X12 Old Model,Maha Automobiles,21/04/00009,30-04-2021,1,1338,1070.4
Sri Thirumurugan Auto Parts,SR-19-RESW,Gear Z-34X12 New Model,Maha Automobiles,21/04/00009,30-04-2021,1,1392,1113.6
Sri Thirumurugan Auto Parts,1708G-RESW,Foot Thr.Kit Complete-735-834,Maha Automobiles,21/04/00009,30-04-2021,1,1040,832
Sri Thirumurugan Auto Parts,1708B-RESW,Hand Throttle Assy (2Pc Type),Maha Automobiles,21/04/00009,30-04-2021,1,430,344
Sri Thirumurugan Auto Parts,1687B-RESW,Accl.Coil Spring&Bolt Kit Of 7,Maha Automobiles,21/04/00009,30-04-2021,3,60,144
Sri Thirumurugan Auto Parts,412700586/4340459100,LLUK Spring Kits Diaphragm,Maha Automobiles,21/06/00014,22-06-2021,2,1076,1829.2
Sri Thirumurugan Auto Parts,OIB-STEEL-DISC,OIB Steel Disc,Maha Automobiles,21/07/00032,17-07-2021,18,335,4522.5
Sri Thirumurugan Auto Parts,OIB-BOOT-SWR,Oil Brake Boot                                     PTL Boot,Maha Automobiles,21/07/00032,17-07-2021,40,185,4440
Sri Thirumurugan Auto Parts,OIB-LINER-J,OIB Brake Liner                                     JMS,Maha Automobiles,21/08/00049,07-08-2021,50,580,21750
Sri Thirumurugan Auto Parts,REX-19C,Rexroth Hydraulic Swaraj Pump -19CC  - R983032309 24LPM,Maha Automobiles,21/08/00059,18-08-2021,1,3100,2945
Sri Thirumurugan Auto Parts,OIB-BOOT-SWR,Oil Brake Boot                                     PTL Boot,Maha Automobiles,22/01/00133,06-01-2022,20,185,2220
Sri Thirumurugan Auto Parts,OIB-STEEL-DISC,OIB Steel Disc,Maha Automobiles,22/01/00133,06-01-2022,20,335,5025
Sri Thirumurugan Auto Parts,1955R-RESW,Piston Assy. (Allum.) Power St,Mangala Tractors,21/02/00014,08-02-2021,1,420,357
Sri Thirumurugan Auto Parts,L016000P0300,LLUK Swaraj 855 Spring,Mangala Tractors,21/06/00018,25-06-2021,2,588,999.6
Sri Thirumurugan Auto Parts,SR-18-RESW,Gear Z-34X12 Old Model,Moorthy,SI-21/02/00013,13-02-2021,1,1538,1322.68
Sri Thirumurugan Auto Parts,2337-RESW,Battery Cover Shell (Side Fitg,Moorthy,SI-21/02/00015,19-02-2021,1,1428,1228.08
Sri Thirumurugan Auto Parts,2270-RESW,Lower Link End (Big),Moorthy,SI-21/03/00022,03-03-2021,3,406,1035.3
Sri Thirumurugan Auto Parts,2271-RESW,Lower Link End (Small),Moorthy,SI-21/03/00022,03-03-2021,3,300,765
Sri Thirumurugan Auto Parts,SR-19-RESW,Gear Z-34X12 New Model,Moorthy,SI-21/03/00028,23-03-2021,1,1392,1183.2
Sri Thirumurugan Auto Parts,1857B-RESW,Idler Gear Pin-735 Fe-855,Moorthy Agencies,21/02/00038,24-02-2021,1,214,181.9
Sri Thirumurugan Auto Parts,1807-RESW,Shifter Bush Iind,Moorthy Agencies,21/06/00020,30-06-2021,2,260,442
Sri Thirumurugan Auto Parts,1819-RESW,Shifting Fork 4Th-735-855Fe,P.S.S Auto Agency,21/03/00052,23-03-2021,1,552,441.6
Sri Thirumurugan Auto Parts,COU001,Courier Charges,P.S.S Auto Agency,21/03/00052,23-03-2021,1,40,40
Sri Thirumurugan Auto Parts,1739G-RESW,Silencer Elbow-744 (11Mm Hole),Padmavathi Enterprises,21/02/00023,11-02-2021,1,660,594
Sri Thirumurugan Auto Parts,1728B-RESW,Mounting Bracket (4 Holes),Padmavathi Enterprises,21/02/00023,11-02-2021,2,396,712.8
Sri Thirumurugan Auto Parts,1955Q-RESW,Gland Assy. (Nut) 48MM With Seal Kit (Power Steering),Padmavathi Enterprises,21/02/00032,17-02-2021,1,1350,1215
Sri Thirumurugan Auto Parts,OLDREX12C,Rexroth Tractor Pump (External  Gear Pump)          12CC/R F002E10023AM R983032292,Rajesh Trading Company,21/08/00055,13-08-2021,1,3050,3050
Sri Thirumurugan Auto Parts,1955Q-RESW,Gland Assy. (Nut) 48MM With Seal Kit (Power Steering),Ram Agency,21/02/00031,17-02-2021,1,1350,1215
Sri Thirumurugan Auto Parts,2166D-RESW,Piston Assy. (95Mm-3 Groove),Ram Agency,21/02/00037,23-02-2021,1,970,873
Sri Thirumurugan Auto Parts,COP-RAD735,Radiator Copper 735,Rekha Tractor Spares,SI-21/09/00027,07-09-2021,1,6900,6900
Sri Thirumurugan Auto Parts,OIB-DRUMBRK744LH,744 Swaraj Brake Drum LH,Ritikaa Tractor Spares Parts,21/06/00013,18-06-2021,1,4450,3782.5
Sri Thirumurugan Auto Parts,OIB-ACTUATOR ASSY,Swaraj Actuator Assembly,Ritikaa Tractor Spares Parts,21/07/00036,21-07-2021,2,2650,4505
Sri Thirumurugan Auto Parts,OIB-ACTUATOR ASSY,Swaraj Actuator Assembly,Ritikaa Tractor Spares Parts,21/07/00039,22-07-2021,2,2650,4505
Sri Thirumurugan Auto Parts,2270-RESW,Lower Link End (Big),S.P.S Motors,21/02/00040,25-02-2021,2,406,649.6
Sri Thirumurugan Auto Parts,1724C-RESW,Inlet Manifold Adopter-843 Xm,S.V. Motors,21/02/00006,02-02-2021,1,780,702
Sri Thirumurugan Auto Parts,COU001,Courier Charges,S.V. Motors,21/02/00006,02-02-2021,1,100,100
Sri Thirumurugan Auto Parts,1930Z-RESW,Gear Lever Catori-Spring Pin-K,Saran Auto Spares,21/02/00026,13-02-2021,5,80,320
Sri Thirumurugan Auto Parts,2167-RESW,Piston 3 Groove (86Mm),Sathya Tractor Spares,21/02/00041,26-02-2021,1,942,734.76
Sri Thirumurugan Auto Parts,SR-40A-RESW,Rock Shaft 55Mm Dia 515Mm Long,Sathya Tractor Spares,21/02/00041,26-02-2021,1,3300,2574
Sri Thirumurugan Auto Parts,2175A-RESW,Hyd.Piston Fibre Seal(Kit Of 4,Sathya Tractor Spares,21/02/00041,26-02-2021,3,438,1024.92
Sri Thirumurugan Auto Parts,USHA-SHP-02,"Hydraulic Pump Swaraj 855 FE, 744 FE (2Hole Flange) Usha",Sathya Tractor Spares,21/10/00078,05-10-2021,2,2900,5800
Sri Thirumurugan Auto Parts,1738-RESW,Exhaust Manifold-735-855 (8 Mm,Sathya Tractor Spares,21/10/00078,05-10-2021,1,1360,1088
Sri Thirumurugan Auto Parts,REX-12C,Swaraj Hydraulic Gear Pump 12CC 16LPM R983032292 16LPM,Sathya Tractor Spares,21/10/00078,05-10-2021,2,3500,6510
Sri Thirumurugan Auto Parts,A5-329L,Head Light Swaraj XM Left,Sathya Tractor Spares,SI-21/12/00054,04-12-2021,1,500,500
Sri Thirumurugan Auto Parts,A5-329R,Head Light Swaraj XM Right,Sathya Tractor Spares,SI-21/12/00054,04-12-2021,1,500,500
Sri Thirumurugan Auto Parts,1659F-RESW,Hose Pipe (Kit 5 Pcs) 735 Xm,Senthil Tractors,21/02/00028,15-02-2021,1,726,624.36
Sri Thirumurugan Auto Parts,2357A-RESW,Stablizer Pin with chain,Sivasakthi Agencies - MRT,21/02/00020,10-02-2021,10,96,787.2
Sri Thirumurugan Auto Parts,1738-RESW,Exhaust Manifold-735-855 (8 Mm,Sivasakthi Agencies - MRT,21/06/00015,24-06-2021,1,1360,1115.2
Sri Thirumurugan Auto Parts,2169-RESW,Ram Cylinder Connecting Rod,Sivasakthi Agencies - MRT,21/06/00015,24-06-2021,2,490,803.6
Sri Thirumurugan Auto Parts,2233C-RESW,Delivery Pipe Both Big Nut,Sivasakthi Agencies - MRT,21/07/00025,10-07-2021,2,468,767.52
Sri Thirumurugan Auto Parts,2233D-RESW,Delivery Pipe(Outside Fitting),Sivasakthi Agencies - MRT,21/07/00025,10-07-2021,2,444,728.16
Sri Thirumurugan Auto Parts,REX-19C-Old,Rexroth Tractor Pump (External  Gear Pump) 19CC/R F002E10035AM R983032309,Sivasakthi Agencies - MRT,21/07/00043,30-07-2021,1,3200,3200
Sri Thirumurugan Auto Parts,OLDREX12C,Rexroth Tractor Pump (External  Gear Pump)          12CC/R F002E10023AM R983032292,Sivasakthi Agencies - MRT,21/08/00046,05-08-2021,1,3050,3050
Sri Thirumurugan Auto Parts,USHA-SHP-02,"Hydraulic Pump Swaraj 855 FE, 744 FE (2Hole Flange) Usha",Sivasakthi Agencies - MRT,21/08/00046,05-08-2021,1,3713,3341.7
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,Sivasakthi Agencies - MRT,SI-21/09/00028,16-09-2021,2,1600,3200
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,Sivasakthi Agencies - KGM,SI-21/09/00029,18-09-2021,1,1600,1600
Sri Thirumurugan Auto Parts,COP-RAD744,Radiator Copper 744,Somu,SI-22/01/00077,12-01-2022,1,7500,7500
Sri Thirumurugan Auto Parts,2251A-RESW,Dist.Assy.(Big Head)Single Pin,Sree Amman Tractor,21/02/00002,02-02-2021,1,3350,3015
Sri Thirumurugan Auto Parts,1902F-RESW,Spindle Arm Big Lh - Half Spli,Sree Amman Tractor,21/02/00035,18-02-2021,2,1740,3132
Sri Thirumurugan Auto Parts,2356W-RESW,Stabilizer Assy.Thick R.H 'U',Sree Amman Tractor,21/03/00048,13-03-2021,2,1374,2473.2
Sri Thirumurugan Auto Parts,000022174RD,BUSH (46.775X50.127X28.01),Sri Amman Tractor Center,21/01/00393,15-01-2021,1,69,58.65
Sri Thirumurugan Auto Parts,COP-RAD744,Radiator Copper 744,Sri Amman Tractor Center,SI-21/11/00050,26-11-2021,1,6500,6500
Sri Thirumurugan Auto Parts,SR-18-RESW,Gear Z-34X12 Old Model,Sri Amman Tractor Spares,21/03/00045,02-03-2021,1,1338,1043.64
Sri Thirumurugan Auto Parts,1857B-RESW,Idler Gear Pin-735 Fe-855,Sri Amman Tractor Spares,21/03/00045,02-03-2021,2,214,333.84
Sri Thirumurugan Auto Parts,2169-RESW,Ram Cylinder Connecting Rod,Sri Amman Tractor Spares,21/06/00017,25-06-2021,2,490,784
Sri Thirumurugan Auto Parts,1823-RESW,Clutch Hub-735-855 Double Clut,Sri Amman Tractor Spares,21/06/00021,30-06-2021,1,350,290.5
Sri Thirumurugan Auto Parts,2360D-RESW,Square Bar(Inner Of Stablizer),Sri Avinashi Tractors,21/02/00008,03-02-2021,4,386,1235.2
Sri Thirumurugan Auto Parts,1652B-RESW,Shroud (Cowling) Nylon Radiato,Sri Avinashi Tractors,21/02/00008,03-02-2021,2,210,336
Sri Thirumurugan Auto Parts,2008-RESW,Needle Brg. Bull Pinion Shaft,Sri Avinashi Tractors,21/02/00027,13-02-2021,2,156,249.6
Sri Thirumurugan Auto Parts,1822-RESW,Clutch Hub -735-855 Single Clu,Sri Avinashi Tractors,21/03/00046,05-03-2021,2,364,582.4
Sri Thirumurugan Auto Parts,2169-RESW,Ram Cylinder Connecting Rod,Sri Avinashi Tractors,21/03/00046,05-03-2021,1,490,392
Sri Thirumurugan Auto Parts,1708B-RESW,Hand Throttle Assy (2Pc Type),Sri Avinashi Tractors,21/03/00047,09-03-2021,2,430,688
Sri Thirumurugan Auto Parts,628G-ES,Adopter Power Steering Unit D/Pump,Sri Avinashi Tractors,21/09/00067,03-09-2021,4,112,358.4
Sri Thirumurugan Auto Parts,1951D-RESW,Steering Mounting Bracket,Sri Balamurugan Agencies,21/02/00024,11-02-2021,1,3030,2363.4
Sri Thirumurugan Auto Parts,1687B-RESW,Accl.Coil Spring&Bolt Kit Of 7,Sri Balamurugan Agencies,21/02/00030,16-02-2021,5,60,234
Sri Thirumurugan Auto Parts,SCOVER-SW,Seat Cover - Swaraj,Sri Balamurugan Agencies,SI-21/12/00064,20-12-2021,1,200,200
Sri Thirumurugan Auto Parts,SCOVER-MM,Seat Cover - Mahindra Bumiputra Latest,Sri Balamurugan Agencies,SI-21/12/00064,20-12-2021,1,200,200
Sri Thirumurugan Auto Parts,WP-735FE,Water Pump 735 FE,Sri Mahindra Tractors Spares,SI-21/10/00040,04-10-2021,1,1700,1700
Sri Thirumurugan Auto Parts,1951D-RESW,Steering Mounting Bracket,Sri Murugan Agencies,21/02/00004,02-02-2021,1,3030,2424
Sri Thirumurugan Auto Parts,1691A-RESW,Accelerator Chain With Base Le,Sri Murugan Agencies,21/02/00016,09-02-2021,5,78,312
Sri Thirumurugan Auto Parts,1652B-RESW,Shroud (Cowling) Nylon Radiato,Sri Murugan Agencies,21/02/00016,09-02-2021,2,210,336
Sri Thirumurugan Auto Parts,2163A-RESW,Cyl.With Piston 76Mm 3 Groove,Sri Murugan Agencies,21/04/00010,30-04-2021,2,2400,3696
Sri Thirumurugan Auto Parts,1889M-RESW,"Shaft 12"" For Spline Type Spin",Sri Ram Automobiles,21/02/00015,08-02-2021,2,900,1440
Sri Thirumurugan Auto Parts,2251F-RESW,Distributor Asy.Bottom Adopter,Sri Senthil Tractors & Auto,21/07/00026,10-07-2021,1,3350,2680
Sri Thirumurugan Auto Parts,COP-RAD735,Radiator Copper 735,Sri Senthil Tractors & Auto,SI-21/08/00021,26-08-2021,1,6700,6700
Sri Thirumurugan Auto Parts,SR-19-RESW,Gear Z-34X12 New Model,Sri Srinivas Auto Store,21/07/00037,22-07-2021,1,1392,1183.2
Sri Thirumurugan Auto Parts,1889-RESW,Spindle Assy. Common,Sri Srinivas Auto Store,21/07/00037,22-07-2021,2,1680,2856
Sri Thirumurugan Auto Parts,1659F-RESW,Hose Pipe (Kit 5 Pcs) 735 Xm,Sri Sundhara Vinayaga Auto Parts,21/02/00010,05-02-2021,1,726,580.8
Sri Thirumurugan Auto Parts,1662-RESW,Hose Pipe (Kit Of 4 Pcs)-744-8,Sri Sundhara Vinayaga Auto Parts,21/02/00010,05-02-2021,1,438,350.4
